epoch,loss,mse,val_loss,val_mse
0,0.8685015439987183,0.5784770250320435,0.2477998435497284,0.22140604257583618
0,0.6257423758506775,0.5068839192390442,0.3186285197734833,0.2881658971309662
1,0.1727263331413269,0.1502886265516281,0.21555393934249878,0.198907732963562
2,0.10441909730434418,0.09284154325723648,0.18047437071800232,0.16645866632461548
3,0.0743812769651413,0.06494997441768646,0.1389177441596985,0.127930149435997
4,0.05857091769576073,0.049846768379211426,0.1265600472688675,0.11633405834436417
5,0.04970667511224747,0.04107409343123436,0.11851732432842255,0.1045432984828949
6,0.0424199104309082,0.033279839903116226,0.10114933550357819,0.09002400189638138
7,0.03579096496105194,0.027741266414523125,0.06586675345897675,0.055703304708004
8,0.03143446892499924,0.02389732375741005,0.07090222090482712,0.05632613226771355
9,0.03274744376540184,0.02256684936583042,0.04506021738052368,0.03282058611512184
10,0.028259126469492912,0.01903897151350975,0.04563973471522331,0.03440456837415695
11,0.02619387023150921,0.016588138416409492,0.0387563593685627,0.029198545962572098
12,0.024293139576911926,0.015453166328370571,0.0340651273727417,0.02290312945842743
13,0.022385893389582634,0.01348294597119093,0.02800762467086315,0.019984804093837738
14,0.022276053205132484,0.01360547635704279,0.027332160621881485,0.018743999302387238
15,0.022501002997159958,0.012508131563663483,0.03577239811420441,0.027124783024191856
16,0.02215573750436306,0.013015203177928925,0.055231496691703796,0.04540072754025459
17,0.019830983132123947,0.011276320554316044,0.048705726861953735,0.04190532863140106
18,0.021455537527799606,0.011984569020569324,0.04512284696102142,0.033048365265131
19,0.02037426456809044,0.01071778405457735,0.046753861010074615,0.0376640148460865
20,0.018629033118486404,0.01004735380411148,0.023220788687467575,0.016652749851346016
21,0.016445549204945564,0.009509437717497349,0.05556517839431763,0.04398514702916145
22,0.015708468854427338,0.008897488005459309,0.051793795078992844,0.04060150682926178
23,0.01886432245373726,0.010490050539374352,0.06309223175048828,0.049732450395822525
24,0.019754331558942795,0.00965205579996109,0.04213162139058113,0.0347369983792305
25,0.01904727891087532,0.009230325929820538,0.043684449046850204,0.03269592300057411
26,0.016780657693743706,0.009124163538217545,0.025581423193216324,0.014894610270857811
27,0.020328443497419357,0.00966316182166338,0.05632970482110977,0.04091717302799225
28,0.01394976768642664,0.007346067111939192,0.07558736205101013,0.06890510022640228
29,0.01930503360927105,0.009037626907229424,0.1556709110736847,0.1408168077468872
30,0.014782479032874107,0.0076679326593875885,0.039990782737731934,0.03342677280306816
31,0.013416389003396034,0.0075002871453762054,0.03219247981905937,0.02301434427499771
32,0.017308736220002174,0.008563692681491375,0.05105440691113472,0.04307333007454872
33,0.015245371498167515,0.0073171742260456085,0.05094900354743004,0.043141964823007584
34,0.012515839189291,0.006786564830690622,0.023406969383358955,0.016071593388915062
35,0.012651775032281876,0.006672058720141649,0.025591494515538216,0.017151769250631332
36,0.014061754569411278,0.007365288212895393,0.04791095852851868,0.03529509902000427
37,0.016428014263510704,0.00778706930577755,0.04608464241027832,0.03907022252678871
38,0.01860697567462921,0.008260921575129032,0.04507043957710266,0.02437523752450943
39,0.014728864654898643,0.007111200597137213,0.04850604757666588,0.04217134043574333
